iter	Logloss
443	0.3995995228
444	0.3995611315
445	0.39952618
446	0.3994898959
447	0.3994230918
448	0.3993974139
449	0.3993587858
450	0.3993101328
451	0.3992727569
452	0.3992478871
453	0.3992167543
454	0.3991677546
455	0.399139669
456	0.399095776
457	0.3990599835
458	0.3990296558
459	0.398970726
460	0.3989339179
461	0.3989040891
462	0.3988469032
463	0.3988168301
464	0.3987634047
465	0.3987113085
466	0.3986838117
467	0.3986578517
468	0.3986243595
469	0.3985713014
470	0.3985317853
471	0.3984762478
472	0.3984437242
473	0.3983884292
474	0.3983314759
475	0.3983038895
476	0.3982720519
477	0.3982522652
478	0.3982237555
479	0.3981982191
480	0.3981744922
481	0.3981452902
482	0.3981181024
483	0.398072427
484	0.3980490727
485	0.398032731
486	0.3979953776
487	0.3979553335
488	0.3979188601
489	0.3978965312
490	0.3978555844
491	0.3978262743
492	0.397790289
493	0.3977674662
494	0.397744827
495	0.3977061923
496	0.3976806838
497	0.3976475325
498	0.3976175223
499	0.3975953314
500	0.3975642848
501	0.3975225215
502	0.3974995804
503	0.3974471836
504	0.3974022219
505	0.397363299
506	0.3973362747
507	0.3973001933
508	0.397248604
509	0.3972103626
510	0.397171915
511	0.3971543413
512	0.3971345249
513	0.3970962135
514	0.3970754376
515	0.3970096072
516	0.396980187
517	0.3969445963
518	0.3968990774
519	0.3968297156
520	0.396806121
521	0.3967733088
522	0.3967352479
523	0.3966978824
524	0.3966870759
525	0.3966589156
526	0.3966146912
527	0.3965722256
528	0.3965437689
529	0.3965223386
530	0.396488646
531	0.3964632275
532	0.3964454464
533	0.39641148
534	0.3963832026
535	0.3963325776
536	0.3963091198
537	0.396289276
538	0.396254855
539	0.3962420887
540	0.3962251354
541	0.3961814205
542	0.396150696
543	0.3961226437
544	0.3960879566
545	0.3960486849
546	0.3960094065
547	0.3959715305
548	0.3959547622
549	0.3959148907
550	0.3958943494
551	0.3958693254
552	0.3958420389
553	0.3958172927
554	0.3957888833
555	0.3957555038
556	0.3957335521
557	0.3957103927
558	0.3956893353
559	0.3956457296
560	0.395580456
561	0.3955579191
562	0.3955277588
563	0.3954997938
564	0.3954599475
565	0.3954432617
566	0.3954250147
567	0.3954024412
568	0.3953779541
569	0.3953541472
570	0.3953124616
571	0.3952816178
572	0.3952412144
573	0.3952028161
574	0.3951695291
575	0.3951501819
576	0.3951292206
577	0.395101882
578	0.3950670239
579	0.3950461713
580	0.3950233974
581	0.394991846
582	0.3949599225
583	0.3949272671
584	0.3949058248
585	0.3948780192
586	0.3948610687
587	0.3948412896
588	0.3948000446
589	0.3947693515
590	0.3947457829
591	0.3947236134
592	0.3946877637
593	0.3946470325
594	0.3946284438
595	0.3945931193
596	0.3945631035
597	0.3945372615
598	0.3945219977
599	0.3944969874
600	0.3944796325
601	0.3944557791
602	0.3944385662
603	0.3944125637
604	0.3943785843
605	0.3943624244
606	0.3943313724
607	0.3942985001
608	0.3942544278
609	0.3942196975
610	0.3942048341
611	0.3941671776
612	0.3941478382
613	0.3941308502
614	0.3940971089
615	0.3940630947
616	0.3940511036
617	0.3940214028
618	0.3940130274
619	0.3939869729
620	0.3939525683
621	0.39391742
622	0.3938925518
623	0.3938799932
624	0.3938566946
625	0.3938220161
626	0.3937871304
627	0.393770481
628	0.3937542875
629	0.3937178142
630	0.3936953216
631	0.3936685057
632	0.3936268015
633	0.3936062951
634	0.3935858766
635	0.3935589691
636	0.3935288366
637	0.3935040248
638	0.3934580872
639	0.3934316329
640	0.3934207852
641	0.3933952563
642	0.3933579089
643	0.3933312654
644	0.3932971316
645	0.3932611216
646	0.3932343974
647	0.3932163647
648	0.3931917227
649	0.3931618303
650	0.3931454976
651	0.3931127821
652	0.3930750784
653	0.3930579676
654	0.3930323892
655	0.3930210032
656	0.3930077594
657	0.3929786044
658	0.39293777
659	0.3929251057
660	0.392891303
661	0.3928845359
662	0.3928475449
663	0.3928075014
664	0.3927785089
665	0.3927600284
666	0.392744587
667	0.3927120239
668	0.3926759812
669	0.3926592555
670	0.392626599
671	0.3926003227
672	0.3925812427
673	0.39256614
674	0.3925323074
675	0.3925034501
676	0.3924752323
677	0.3924455875
678	0.3924204831
679	0.3924009327
680	0.3923810321
681	0.3923538379
682	0.3923193825
683	0.3922925333
684	0.3922789998
685	0.3922497579
686	0.3922360214
687	0.3922090746
688	0.3921890005
689	0.3921610187
690	0.3921447269
691	0.3921227223
692	0.3921000634
693	0.3920802514
694	0.3920630934
695	0.3920478761
696	0.3920467914
697	0.3920265343
698	0.3919988424
699	0.3919771379
700	0.3919542923
701	0.3919179754
702	0.3918896703
703	0.3918576276
704	0.3918336448
705	0.3918023508
706	0.3917782527
707	0.3917673601
708	0.3917453428
709	0.3917302661
710	0.3917074655
711	0.3916869917
712	0.391665426
713	0.3916509467
714	0.3916187389
715	0.3915939178
716	0.3915717238
717	0.3915239406
718	0.3914950767
719	0.391480246
720	0.3914551344
721	0.3914232373
722	0.3914099243
723	0.3913748276
724	0.3913515505
725	0.3913211821
726	0.391295409
727	0.3912694944
728	0.3912580037
729	0.3912472811
730	0.3912289906
731	0.3912090805
732	0.3911804264
733	0.3911460336
734	0.3911181932
735	0.3910920511
736	0.3910680863
737	0.3910265286
738	0.3909975526
739	0.3909599359
740	0.3909341081
741	0.3909102747
742	0.3908830984
743	0.3908568443
744	0.390843215
745	0.3908162786
746	0.3908019351
747	0.3907831082
748	0.3907568904
749	0.390716316
750	0.3906986816
751	0.3906787275
752	0.3906589981
753	0.3906216982
754	0.3906062138
755	0.3905747585
756	0.3905393457
757	0.3905160223
758	0.3904954283
759	0.3904756463
760	0.3904638977
761	0.3904427845
762	0.3903989684
763	0.3903745715
764	0.3903571456
765	0.3903308372
766	0.3903022669
767	0.3902741929
768	0.3902408053
769	0.3902203875
770	0.3902095625
771	0.390182732
772	0.3901577661
773	0.3901376439
774	0.3901263146
775	0.3901072933
776	0.3900912078
777	0.3900647562
778	0.3900389646
779	0.3900057721
780	0.3899802415
781	0.3899493341
782	0.389922225
783	0.3899083944
784	0.3898768272
785	0.3898405547
786	0.3898287697
787	0.3898028623
788	0.3897534116
789	0.3897183019
790	0.3897009289
791	0.389652562
792	0.3896362881
793	0.3896074689
794	0.3895843915
795	0.3895708113
796	0.3895458341
797	0.3895236318
798	0.3894954617
799	0.3894689379
800	0.3894448406
801	0.3894216139
802	0.3894073053
803	0.3893860732
804	0.3893549541
805	0.3893339736
806	0.3893054072
807	0.3892833073
808	0.3892566785
809	0.3892060446
810	0.3891824254
811	0.3891433312
812	0.3891225503
813	0.3890860575
814	0.3890545989
815	0.3890290994
816	0.3890119987
817	0.3889879968
818	0.3889521877
819	0.3889259538
820	0.3888986043
821	0.3888774925
822	0.3888625402
823	0.3888330157
824	0.3888169935
825	0.3887800898
826	0.388755905
827	0.38869991
828	0.3886878512
829	0.3886605992
830	0.3886367983
831	0.3886149299
832	0.3885798708
833	0.3885571606
834	0.3885341997
835	0.3885140063
836	0.3884777613
837	0.388450025
838	0.3884232463
839	0.3883973787
840	0.3883688723
841	0.3883483153
842	0.3883241677
843	0.3883097907
844	0.3882860045
845	0.3882434944
846	0.3882125109
847	0.3881921009
848	0.388160105
849	0.3881454266
850	0.3881173521
851	0.3880952243
852	0.3880586447
853	0.388043815
854	0.3880258329
855	0.3879791114
856	0.3879476523
857	0.3879123379
858	0.3878848883
859	0.3878568817
860	0.3878226072
861	0.3877874169
862	0.3877549951
863	0.387729147
864	0.3877088413
865	0.3876779013
866	0.3876483177
867	0.3876352373
868	0.3876123187
869	0.3875860526
870	0.3875563087
871	0.3875365247
872	0.3875163952
873	0.3874850267
874	0.3874423038
875	0.3874121983
876	0.3873979768
877	0.3873512068
878	0.3873295724
879	0.3873024724
880	0.3872819982
881	0.3872668272
882	0.3872279882
883	0.3872072991
884	0.38718888
885	0.3871728723
886	0.3871390711
887	0.3871072685
888	0.3870813998
889	0.3870637474
890	0.3870159
891	0.3869683509
892	0.3869301595
893	0.3868962318
894	0.3868719893
895	0.3868412061
896	0.3868108572
897	0.3867826798
898	0.3867641969
899	0.3867402312
900	0.3867269889
901	0.3866987319
902	0.3866809228
903	0.3866372826
904	0.3865830199
905	0.3865572944
906	0.3865266998
907	0.3864798093
908	0.3864425429
909	0.3863952275
910	0.3863497141
911	0.386326752
912	0.3863086191
913	0.3862668468
914	0.3862312221
915	0.3862017458
916	0.3861698991
917	0.3861229644
918	0.3860886417
919	0.3860597957
920	0.3860404173
921	0.3860264493
922	0.3860022429
923	0.3859815715
924	0.385953619
925	0.3859330261
926	0.3859142793
927	0.3858825431
928	0.3858426379
929	0.3858148544
930	0.3857896678
931	0.3857614951
932	0.3857383645
933	0.3857136439
934	0.3856774616
935	0.3856398063
936	0.3856117705
937	0.3855914831
938	0.3855639613
939	0.3855343626
940	0.3854942745
941	0.3854710925
942	0.3854409289
943	0.3854076043
944	0.3853886712
945	0.3853573847
946	0.3853231393
947	0.3853108681
948	0.3852709708
949	0.3852431049
950	0.3852185274
951	0.3851875288
952	0.3851451542
953	0.3851115996
954	0.3850859427
955	0.3850483363
956	0.3850188625
957	0.3849903381
958	0.3849566294
959	0.3849367682
960	0.3849070327
961	0.3848944456
962	0.3848592106
963	0.3848363293
964	0.3847982408
965	0.3847565481
966	0.3847311531
967	0.3847145999
968	0.3846882075
969	0.3846641574
970	0.3846313119
971	0.3845922216
972	0.3845675575
973	0.3845456728
974	0.3845280843
975	0.3845107511
976	0.3844799
977	0.3844519014
978	0.3844104724
979	0.3843743963
980	0.3843469661
981	0.3843196627
982	0.3842970907
983	0.3842768105
984	0.3842564366
985	0.3842179417
986	0.3841945348
987	0.3841585259
988	0.3841346925
989	0.3841161252
990	0.3840842259
991	0.3840583933
992	0.3840113367
993	0.3839948278
994	0.3839782733
995	0.3839538381
996	0.38393707
997	0.3839087747
998	0.3838901811
999	0.3838577951
